0 3.04159 0
0.125 3.03773 -0.0622394
0.306934 3.0179 -0.159218
0.517412 2.97061 -0.299137
0.71929 2.89265 -0.486519
0.89883 2.78541 -0.723673
1.05886 2.64756 -1.01582
1.21405 2.46202 -1.395
1.36234 2.22194 -1.86229
1.51234 1.90062 -2.43821
1.63876 1.55868 -2.97345
1.73644 1.24823 -3.37582
1.82558 0.932654 -3.69101
1.91245 0.601701 -3.90876
1.99847 0.260433 -4.00231
2.08977 -0.10368 -3.94625
2.18543 -0.47149 -3.71816
2.27014 -0.773418 -3.39574
2.35186 -1.03549 -3.00921
2.43097 -1.25724 -2.59362
2.51152 -1.44843 -2.15299
2.59892 -1.61563 -1.67503
2.70255 -1.76052 -1.12497
2.85373 -1.87271 -0.366022
2.98677 -1.87904 0.26867
3.11481 -1.80641 0.866017
3.24938 -1.6479 1.48971
3.3954 -1.38165 2.15047
3.50137 -1.1299 2.59068
3.59686 -0.86586 2.92537
3.6897 -0.582462 3.16151
3.78101 -0.287388 3.27956
3.87625 0.0253488 3.26294
3.98026 0.356641 3.08056
4.07116 0.624567 2.79904
4.15864 0.854439 2.44654
4.24195 1.04241 2.06092
4.32449 1.19571 1.65115
4.41029 1.31856 1.21226
4.50401 1.40957 0.730712
4.61256 1.45889 0.180379
4.74731 1.43815 -0.483708
4.90026 1.30854 -1.20215
5.01683 1.13838 -1.70799
5.12076 0.939559 -2.10632
5.22127 0.711383 -2.41858
5.31739 0.468106 -2.62491
5.41306 0.211482 -2.71984
5.51381 -0.062118 -2.68844
5.62157 -0.343402 -2.50871
5.71482 -0.565799 -2.24778
5.80479 -0.753875 -1.92448
5.89061 -0.904034 -1.57015
5.97485 -1.02061 -1.19494
6.06038 -1.10593 -0.799418
6.14971 -1.15865 -0.381297
6.2449 -1.17381 0.0606804
6.34672 -1.14403 0.520521
6.45304 -1.06414 0.976149
6.55924 -0.937893 1.39243
6.66175 -0.776726 1.74021
6.76024 -0.591592 2.00544
6.85689 -0.388445 2.18216
6.95537 -0.168688 2.26245
7.06 0.0673824 2.22939
7.17062 0.306062 2.06611
7.2667 0.493886 1.83136
7.35958 0.650816 1.53989
7.44787 0.772871 1.22037
7.53348 0.863084 0.884845
7.61852 0.923609 0.537772
7.70462 0.954567 0.18198
7.79283 0.954625 -0.178647
7.88361 0.921971 -0.537265
7.9766 0.855712 -0.882378
8.07085 0.757302 -1.19858
8.16552 0.630515 -1.47015
8.26071 0.479843 -1.68371
8.35772 0.308839 -1.82748
8.45911 0.119668 -1.88786
8.56779 -0.0842189 -1.846
8.67553 -0.276124 -1.70068
8.77339 -0.432793 -1.49092
8.86857 -0.562646 -1.23045
8.959 -0.661207 -0.945345
9.04594 -0.730585 -0.64864
9.13107 -0.772968 -0.346717
9.21572 -0.789464 -0.0439074
9.30098 -0.780341 0.25575
9.38771 -0.745363 0.547285
9.47639 -0.684363 0.82331
9.56715 -0.597965 1.0737
9.66012 -0.487829 1.28678
9.7559 -0.356211 1.45039
9.85598 -0.205353 1.55146
9.96268 -0.0377872 1.57408
10 0.0207429 1.56103
