0 1
0.0908835 1.00009
0.178852 1.00018
0.265753 1.00026
0.352257 1.00035
0.438614 1.00042
0.524917 1.0005
0.611201 1.00057
0.697478 1.00064
0.783754 1.00071
0.87003 1.00076
0.956306 1.00082
1.04258 1.00086
1.12886 1.0009
1.21514 1.00094
1.30142 1.00096
1.3877 1.00098
1.47398 1.001
1.56026 1.001
1.64654 1.001
1.73283 1.00099
1.81911 1.00097
1.90539 1.00094
1.99167 1.00091
2.07795 1.00087
2.16423 1.00083
2.25051 1.00078
2.33679 1.00072
2.42307 1.00066
2.50934 1.00059
2.59562 1.00052
2.68189 1.00044
2.76817 1.00036
2.85444 1.00028
2.94071 1.0002
3.02698 1.00011
3.11325 1.00003
3.19952 0.999942
3.28578 0.999856
3.37205 0.999772
3.45831 0.999689
3.54457 0.999608
3.63083 0.99953
3.71709 0.999456
3.80335 0.999386
3.88961 0.99932
3.97586 0.999259
4.06212 0.999204
4.14837 0.999155
4.23462 0.999112
4.32087 0.999076
4.40712 0.999046
4.49338 0.999024
4.57963 0.999009
4.66588 0.999001
4.75213 0.999001
4.83838 0.999008
4.92463 0.999023
5.01088 0.999044
5.09713 0.999073
5.18338 0.999109
5.26963 0.999151
5.35588 0.9992
5.44214 0.999255
5.52839 0.999315
5.61465 0.99938
5.7009 0.99945
5.78716 0.999524
5.87342 0.999602
5.95968 0.999682
6.04594 0.999765
6.13221 0.99985
6.21847 0.999935
6.30474 1.00002
6.39101 1.00011
6.47728 1.00019
6.56355 1.00028
6.64982 1.00036
6.73609 1.00044
6.82237 1.00051
6.90865 1.00059
6.99493 1.00065
7.08121 1.00072
7.16749 1.00077
7.25377 1.00083
7.34005 1.00087
7.42634 1.00091
7.51262 1.00094
7.59891 1.00097
7.68519 1.00099
7.77148 1.001
7.85777 1.001
7.94405 1.001
8.03034 1.00098
8.11663 1.00097
8.20292 1.00094
8.2892 1.00091
8.37549 1.00087
8.46177 1.00082
8.54806 1.00077
8.63434 1.00071
8.72063 1.00065
8.80691 1.00058
8.89319 1.00051
8.97947 1.00043
9.06575 1.00035
9.15203 1.00027
9.23831 1.00019
9.32458 1.0001
9.41086 1.00001
9.49713 0.999928
9.5834 0.999842
9.66967 0.999758
9.75594 0.999675
9.84221 0.999595
9.92847 0.999517
10.0147 0.999444
10.101 0.999374
10.1873 0.999309
10.2735 0.99925
10.3598 0.999196
10.446 0.999147
10.5323 0.999106
10.6186 0.99907
10.7048 0.999042
10.7911 0.999021
10.8773 0.999007
10.9636 0.999001
11.0498 0.999002
11.1361 0.99901
11.2224 0.999026
11.3086 0.999049
11.3949 0.999079
11.4811 0.999116
11.5674 0.999159
11.6536 0.999209
11.7399 0.999265
11.8262 0.999326
11.9124 0.999392
11.9987 0.999463
12.0849 0.999537
12.1712 0.999615
12.2575 0.999696
12.3437 0.999779
12.43 0.999864
12.5163 0.99995
12.6026 1.00004
12.6888 1.00012
12.7751 1.00021
12.8614 1.00029
12.9477 1.00037
13.0339 1.00045
13.1202 1.00053
13.2065 1.0006
13.2928 1.00066
13.3791 1.00073
13.4654 1.00078
13.5517 1.00083
13.6379 1.00088
13.7242 1.00092
13.8105 1.00095
13.8968 1.00097
13.9831 1.00099
14.0694 1.001
14.1557 1.001
14.242 1.00099
14.3283 1.00098
14.4146 1.00096
14.5009 1.00093
14.5872 1.0009
14.6735 1.00086
14.7597 1.00081
14.846 1.00076
14.9323 1.0007
15.0186 1.00064
15.1049 1.00057
15.1912 1.00049
15.2775 1.00042
15.3638 1.00034
15.45 1.00025
15.5363 1.00017
15.6226 1.00009
15.7089 0.999999
15.7952 0.999913
15.8814 0.999827
15.9677 0.999743
16.054 0.999661
16.1403 0.999581
16.2265 0.999505
16.3128 0.999432
16.3991 0.999363
16.4853 0.999299
16.5716 0.99924
16.6579 0.999187
16.7441 0.99914
16.8304 0.999099
16.9167 0.999065
17.0029 0.999038
17.0892 0.999018
17.1755 0.999006
17.2617 0.999001
17.348 0.999003
17.4342 0.999013
17.5205 0.99903
17.6068 0.999054
17.693 0.999085
17.7793 0.999123
17.8655 0.999168
17.9518 0.999218
18.0381 0.999275
18.1243 0.999337
18.2106 0.999404
18.2969 0.999475
18.3832 0.999551
18.4694 0.999629
18.5557 0.999711
18.642 0.999794
18.7282 0.999879
18.8145 0.999965
18.9008 1.00005
18.9871 1.00014
19.0734 1.00022
19.1596 1.00031
19.2459 1.00039
19.3322 1.00046
19.4185 1.00054
19.5048 1.00061
19.5911 1.00068
19.6774 1.00074
19.7637 1.00079
19.85 1.00084
19.9363 1.00088
20 1.00091
