10 2.8 0.579655 0.341593
100 3.2 0.16 0.0584073
1000 3.136 0.0520529 0.00559265
10000 3.1184 0.0165807 0.0231927
100000 3.14556 0.0051843 0.00396735
1000000 3.1416 0.00164218 1.13464e-05
10000000 3.14086 0.000519466 0.000735454
