10 3.2 0.4 0.0584073
100 3.16 0.16 0.0184073
1000 3.144 0.008 0.00240735
10000 3.1404 0.0044 0.00119265
100000 3.14116 0 0.000432654
1000000 3.14155 9.6e-05 4.06536e-05
10000000 3.14158 1.08e-05 8.25359e-06
